sales_id,product_id,store_id,product_name,brand,category,volume_ml,alcohol_percentage,store_name,city,state,region,store_type,sales_date,quantity_sold,unit_price,total_sales,email
146,3WYQXCVM,121,Captain Morgan Scene,Captain,Tequila,750,26.81,"Wilkinson, Lee and Blackburn",Lake Heathermouth,MH,Northeast,Retail,2025/03/31,46,29.39,1351.94,jorgeerickson@example.net
147,6FLLZX3Z,125,Ciroc Senior,Ciroc,Beer,700,33.45,Nunez-Marshall,Valerieview,MS,West,Retail,2025/04/22,6,72.78,436.68,valenzuelacarol@example.org
148,RR12E5SE,123,Smirnoff During,Smirnoff,Vodka,750,12.66,"Strickland, Luna and Green",Lake Bobbyberg,GA,Southeast,Retail,2025/04/02,14,25.77,360.78,christopherwilliams@example.org
149,IYXVW8CQ,119,Captain Morgan Interesting,Captain,Beer,1000,33.06,"Yang, Jackson and Day",Josephbury,WV,West,Wholesale,2025/05/16,37,17.13,633.81,theresaarnold@example.org
150,AJ0WWHZ6,136,Don Julio Center,Don,Whisky,700,35.01,Buck-Matthews,New Bridget,WV,West,Wholesale,2025/03/28,42,59.09,2481.78,lgutierrez@example.net
151,IXT5GJDU,148,Tanqueray Down,Tanqueray,Rum,700,10.34,"Rhodes, Olson and Evans",West Amystad,LA,Northeast,Retail,2025/03/25,29,95.61,2772.69,kyle28@example.com
152,DDS390R6,143,Johnnie Walker Trouble,Johnnie,Gin,1000,37.41,Miller and Sons,Morenoborough,PA,West,Wholesale,2025/04/10,21,14.22,298.62,william45@example.org
153,2WPVXI9M,143,Smirnoff Sign,Smirnoff,Whisky,500,39.46,Howell Inc,Alexandriaberg,AK,Midwest,Retail,2025/05/18,39,26.67,1040.13,leonardlori@example.net
154,HKYS3V6V,113,Guinness Prove,Guinness,Rum,750,37.68,Fitzgerald-Johnson,New Markburgh,DC,South,Wholesale,2025/04/02,10,75.59,755.9,gina39@example.com
155,5I55TVB3,145,Captain Morgan Specific,Captain,Whisky,1000,5.45,Smith-Bell,Port Austinshire,NV,Midwest,Wholesale,2025/05/12,46,72.83,3350.18,pettyjessica@example.net
156,N9HO7DPF,149,Johnnie Walker Describe,Johnnie,Tequila,750,12.66,Smith-Reese,East Emily,DC,South,Retail,2025/04/01,30,21.0,630.0,pereztrevor@example.net
157,4R6KQSZ1,149,Tanqueray Mind,Tanqueray,Liqueur,500,10.08,Horton-Alexander,New Paigeview,KY,Northeast,Retail,2025/05/06,6,26.75,160.5,mistymcbride@example.net
158,CIOM7G6X,130,Captain Morgan Bar,Captain,Tequila,700,36.55,"Lopez, Elliott and Andrade",North Tommyville,LA,West,Wholesale,2025/05/08,22,63.37,1394.14,dylanharris@example.com
159,NHR6415X,138,Smirnoff Itself,Smirnoff,Whisky,500,26.85,"Cooper, Stevenson and Thomas",Maryfurt,PA,South,Wholesale,2025/03/22,31,70.25,2177.75,melissaknapp@example.org
160,TO5BARIC,147,Johnnie Walker Month,Johnnie,Beer,1000,28.52,"Bailey, Sims and Cain",West Jonathanfort,MT,Southeast,Retail,2025/03/25,43,18.61,800.23,cwilliams@example.net
161,XWITIR4R,147,Smirnoff Poor,Smirnoff,Liqueur,700,23.45,"Roth, Heath and Newton",Jenniferview,CT,South,Wholesale,2025/03/29,23,96.29,2214.67,sarah70@example.com
162,2V9DUY3F,108,Johnnie Walker Ball,Johnnie,Whisky,500,44.3,Hensley Group,North Lisaburgh,OK,Southeast,Wholesale,2025/04/25,8,19.49,155.92,susan50@example.com
163,0QFNPVI4,132,Johnnie Walker Significant,Johnnie,Tequila,1000,28.64,Cole-Cortez,Port Angelaborough,MN,Midwest,Wholesale,2025/04/17,39,41.24,1608.36,sanchezthomas@example.net
164,J83X2TJ6,140,Johnnie Walker Medical,Johnnie,Whisky,1000,7.01,"Turner, Dixon and Hernandez",Dianeville,NM,Southeast,Wholesale,2025/05/14,39,55.03,2146.17,hwright@example.net
165,A4CES2KQ,129,Smirnoff Son,Smirnoff,Vodka,1000,29.89,Duffy and Sons,Port Samantha,RI,Northeast,Wholesale,2025/03/29,38,7.31,277.78,millermichael@example.com
166,VAPGCL4E,130,Smirnoff Key,Smirnoff,Tequila,750,25.19,Hall-Pacheco,West Gregoryton,WA,South,Wholesale,2025/03/25,44,39.02,1716.88,guerreromatthew@example.net
167,8OWVCD8X,119,Don Julio Scientist,Don,Whisky,750,12.55,Larson Ltd,West Heidistad,CO,Midwest,Wholesale,2025/05/12,37,12.17,450.29,aowens@example.org
168,0NP8V0O5,112,Captain Morgan Million,Captain,Whisky,1000,44.65,Hill-Nelson,East Joshuaborough,MH,South,Wholesale,2025/03/28,13,75.21,977.73,preston45@example.net
169,YO4Q43IT,112,Ciroc Economy,Ciroc,Beer,750,37.84,"Hill, Burns and Stevens",Kennedymouth,NM,West,Retail,2025/04/26,29,62.19,1803.51,lindsay11@example.net
170,R4B0XOBQ,127,Smirnoff Only,Smirnoff,Liqueur,1000,5.74,Phillips Ltd,Fitzpatrickville,MA,Northeast,Retail,2025/04/19,7,13.73,96.11,melinda45@example.org
171,GVQHC2WO,123,Ciroc Check,Ciroc,Whisky,750,31.47,Giles-Wilkins,South Sarahhaven,TX,West,Wholesale,2025/05/11,14,15.79,221.06,arnoldtyler@example.com
172,7WBNWPMP,131,Tanqueray Will,Tanqueray,Liqueur,700,37.58,Maldonado Ltd,Jennifershire,RI,Southeast,Retail,2025/04/29,4,42.0,168.0,xpowell@example.net
173,K8M0DUQQ,137,Ciroc Happy,Ciroc,Vodka,750,43.8,Garcia-Vasquez,Pachecochester,CA,Southeast,Wholesale,2025/04/24,29,87.81,2546.49,taylorlisa@example.com
174,WG07ULGN,106,Tanqueray Their,Tanqueray,Whisky,750,5.9,Rojas-Chapman,Feliciatown,MI,South,Wholesale,2025/04/30,15,24.11,361.65,awoods@example.org
175,BI5M1QUG,108,Smirnoff Suffer,Smirnoff,Whisky,500,14.23,"Patterson, Andrews and Price",Stevenport,CT,Midwest,Wholesale,2025/05/12,30,79.32,2379.6,elizabeth41@example.net
176,MH6NBRIQ,119,Baileys Risk,Baileys,Tequila,750,6.67,"Neal, Sanchez and Edwards",South Jo,OR,Southeast,Retail,2025/04/26,45,54.22,2439.9,simmonsdavid@example.net
177,BBMSIVQ0,114,Don Julio Laugh,Don,Beer,700,14.06,Pham and Sons,Wilkinsonport,MN,Southeast,Retail,2025/05/11,26,49.19,1278.94,ithompson@example.com
178,YMCLTEWE,106,Johnnie Walker Identify,Johnnie,Liqueur,1000,13.2,Williams-Williamson,Morrisfort,NE,Midwest,Wholesale,2025/05/15,29,69.09,2003.61,wardlisa@example.com
179,912TAS6X,144,Smirnoff Their,Smirnoff,Tequila,700,21.92,Moody-Hooper,North Bethany,TX,South,Retail,2025/05/05,19,55.85,1061.15,nthompson@example.net
180,PPJ7FSBM,124,Guinness Well,Guinness,Whisky,1000,23.14,"Mitchell, Goodman and Saunders",North Ashley,GU,Northeast,Retail,2025/04/06,13,71.59,930.67,ramirezalexandra@example.com
181,DCPN1ZYW,119,Captain Morgan Trouble,Captain,Whisky,1000,12.55,Sexton Ltd,Hernandezfort,MP,South,Retail,2025/03/21,16,93.13,1490.08,joseph14@example.com
182,HDRP02C7,144,Tanqueray Adult,Tanqueray,Gin,500,12.23,Collins Ltd,Jessicafurt,CA,Southeast,Retail,2025/04/06,5,14.79,73.95,jenniferford@example.com
183,XDM8Q5AX,137,Guinness Record,Guinness,Beer,1000,32.21,Madden and Sons,New Denise,MS,South,Retail,2025/04/06,20,69.56,1391.2,joseph74@example.net
184,IXNJ792H,127,Guinness Mention,Guinness,Tequila,700,32.09,Pace-Hill,Port Lindaland,PW,Northeast,Wholesale,2025/04/27,34,35.3,1200.2,ortizmichael@example.com
185,NNGGD4OT,108,Ciroc Finish,Ciroc,Beer,700,23.26,Miller-Duncan,East Robert,MO,Northeast,Wholesale,2025/04/08,1,23.41,23.41,westsean@example.org
186,6QTBGYOQ,102,Captain Morgan Establish,Captain,Liqueur,750,6.31,Williams-Landry,South Tammy,NH,Northeast,Retail,2025/04/12,13,65.32,849.16,xhaley@example.org
187,MIMOS5OU,107,Ciroc Mind,Ciroc,Rum,500,35.61,"Miller, Harmon and Scott",West Richard,WY,Southeast,Retail,2025/04/29,20,55.41,1108.2,xreed@example.com
188,LQ7AFQEC,128,Tanqueray Admit,Tanqueray,Rum,700,33.59,Morgan-Christensen,Meganfort,NC,Northeast,Wholesale,2025/04/04,19,76.16,1447.04,michael25@example.org
189,7ZA3E1MX,102,Ciroc Stand,Ciroc,Rum,1000,39.41,"Gonzalez, Gonzalez and Smith",Lake Taylorchester,IA,West,Retail,2025/05/04,39,24.85,969.15,wilsonrandy@example.org
190,G2ERE4LR,104,Baileys Suffer,Baileys,Rum,700,18.61,"Lee, Harris and Michael",South Sarah,WV,West,Wholesale,2025/05/04,15,19.99,299.85,xstewart@example.net
191,7WU9DEJJ,115,Guinness Generation,Guinness,Rum,500,38.58,Walker-Clark,West Travisberg,LA,West,Retail,2025/04/12,4,23.52,94.08,lori26@example.org
192,P9LOUCEE,113,Ciroc Item,Ciroc,Vodka,750,39.24,"Wilson, Williams and Obrien",Cookshire,VA,South,Retail,2025/03/22,15,61.18,917.7,renee47@example.net
193,VG964JBA,102,Guinness During,Guinness,Vodka,750,24.62,"Lee, Perkins and Brown",Ryanview,FM,Southeast,Retail,2025/05/03,18,65.52,1179.36,janetwilliams@example.org
194,7HXMY54T,129,Don Julio Deep,Don,Liqueur,1000,33.42,"Jackson, Jones and Brown",Port Christopherview,AZ,Southeast,Wholesale,2025/04/02,46,33.66,1548.36,vgallagher@example.com
195,WG14RW6G,139,Baileys Sister,Baileys,Rum,1000,9.82,Higgins-Maynard,Grayburgh,GA,West,Retail,2025/04/10,24,75.6,1814.4,brian23@example.net
196,FBE180FD,141,Baileys My,Baileys,Rum,750,37.95,Turner PLC,Port Dalton,FL,Northeast,Wholesale,2025/03/28,12,58.58,702.96,sandrabrock@example.org
197,V1RD9MTP,101,Baileys Maintain,Baileys,Tequila,1000,29.85,"Hall, Gordon and Carlson",North Ericaview,RI,Midwest,Wholesale,2025/03/30,22,96.47,2122.34,natalie71@example.org
198,632GA5I6,142,Tanqueray Buy,Tanqueray,Liqueur,750,15.89,Dominguez-Frazier,New Kimberly,AL,South,Retail,2025/03/30,39,89.39,3486.21,dkelly@example.net
199,EDACHZ9M,138,Captain Morgan First,Captain,Whisky,750,15.73,Marsh PLC,East Tina,ND,West,Wholesale,2025/04/28,33,66.05,2179.65,kmelendez@example.org
200,FBR4CRIO,136,Johnnie Walker Manager,Johnnie,Whisky,500,26.86,"Gomez, Bell and Cook",North Samantha,PR,Southeast,Wholesale,2025/03/23,49,47.05,2305.45,wattscory@example.net
201,AWQAYH4K,121,Don Julio Expect,Don,Tequila,1000,37.27,Warren-Edwards,Elizabethland,MN,Midwest,Wholesale,2025/04/13,45,60.0,2700.0,kevin87@example.com
202,Q488611Q,113,Guinness Threat,Guinness,Whisky,500,25.57,Barajas LLC,East Debrachester,FM,Southeast,Wholesale,2025/05/08,30,65.2,1956.0,obrown@example.com
203,51YEXD5Q,121,Johnnie Walker Trouble,Johnnie,Liqueur,500,37.56,Wilson-Hancock,Port Reneefurt,MH,Northeast,Retail,2025/04/20,26,97.19,2526.94,jenniferdonaldson@example.net
204,FC1BL74I,111,Don Julio Item,Don,Gin,1000,20.65,Ford Ltd,Williamfort,SD,South,Wholesale,2025/04/11,37,22.69,839.53,pmoore@example.org
205,4Q7RKZ2Y,122,Guinness Or,Guinness,Vodka,500,27.52,Mendez-Pearson,North Aaron,LA,Southeast,Wholesale,2025/04/15,24,82.25,1974.0,romeromatthew@example.com
206,FERL2YA4,140,Johnnie Walker Seven,Johnnie,Liqueur,500,39.51,Johnson-Hernandez,Caseyside,CO,Northeast,Retail,2025/05/03,1,25.6,25.6,nichole23@example.com
207,96A0LGRY,146,Tanqueray Ability,Tanqueray,Tequila,750,23.52,"Sandoval, Ramirez and Walsh",Lovechester,WI,West,Retail,2025/05/09,6,96.02,576.12,mary94@example.net
208,HTQOQTJP,135,Don Julio Behind,Don,Gin,700,13.97,Olsen-Simmons,Lake Jessica,MI,West,Retail,2025/05/12,38,94.9,3606.2,gonzalesdavid@example.org
209,BXDEUCKI,137,Captain Morgan Way,Captain,Rum,700,21.65,"Conner, Wolfe and Randolph",Duncanstad,NH,South,Wholesale,2025/04/10,31,24.96,773.76,calderonaaron@example.net
210,6YV16VG4,126,Tanqueray Official,Tanqueray,Beer,500,41.58,Graham PLC,Woodsmouth,CO,West,Wholesale,2025/03/27,37,94.28,3488.36,yduncan@example.net
211,V035JOQN,133,Baileys Could,Baileys,Liqueur,700,5.74,Trevino-Clarke,South Joseberg,CT,Midwest,Retail,2025/05/05,19,61.17,1162.23,davischeryl@example.org
212,EUS8N8ND,141,Johnnie Walker Decision,Johnnie,Rum,700,18.85,Evans and Sons,Richardview,MO,Northeast,Wholesale,2025/04/29,47,49.34,2318.98,martinezcynthia@example.com
213,I48FI36D,136,Don Julio Herself,Don,Beer,500,24.2,"Salas, Rodriguez and Ramirez",Lake Bradleyview,MS,South,Retail,2025/03/31,27,31.99,863.73,nwilson@example.net
214,Y7C2OVL2,111,Smirnoff Eye,Smirnoff,Beer,750,32.26,Jones-Carter,New Austin,PR,West,Retail,2025/03/31,19,66.34,1260.46,andrewsims@example.net
215,13F1NOYI,147,Baileys Tax,Baileys,Tequila,750,5.74,Anderson Group,Normanhaven,MO,Northeast,Wholesale,2025/04/25,5,15.81,79.05,lmoreno@example.net
216,SSUU41C6,120,Johnnie Walker Main,Johnnie,Vodka,750,5.13,Kim-Solis,Samanthatown,VT,West,Wholesale,2025/03/25,38,20.28,770.64,lesterchristopher@example.com
217,RH4XM9G8,113,Johnnie Walker Follow,Johnnie,Beer,1000,40.12,Mcdaniel-Lopez,Buckleychester,PW,West,Retail,2025/03/22,18,96.93,1744.74,michaelthornton@example.net
218,D454ZH06,140,Johnnie Walker Your,Johnnie,Whisky,500,22.52,"Lee, Martinez and Sullivan",Paulshire,AS,South,Retail,2025/04/30,15,44.15,662.25,tammymyers@example.net
219,PRDACAJA,128,Tanqueray Continue,Tanqueray,Gin,1000,20.7,Lopez Ltd,North Katrinashire,AR,South,Wholesale,2025/05/12,50,35.09,1754.5,frederickbaldwin@example.com
220,0A13DU4C,116,Guinness Cause,Guinness,Tequila,1000,44.63,Chapman-Price,Torresport,NH,South,Wholesale,2025/04/30,4,19.21,76.84,xrussell@example.org
221,KSTWD5JO,121,Smirnoff Experience,Smirnoff,Liqueur,750,10.39,Meza PLC,Johnsonstad,KS,Northeast,Wholesale,2025/04/11,46,45.0,2070.0,walexander@example.net
222,LM9Y31RF,104,Smirnoff Child,Smirnoff,Rum,700,18.75,Mooney-Morales,Martinville,OH,Midwest,Wholesale,2025/04/28,31,16.9,523.9,robinsonjohn@example.net
223,Q0081I0K,149,Ciroc Miss,Ciroc,Vodka,700,21.82,Martin-Taylor,New Samantha,CO,Midwest,Retail,2025/04/27,30,42.3,1269.0,amanda44@example.com
224,YRO58P03,128,Smirnoff Collection,Smirnoff,Beer,1000,26.7,Elliott-Bryant,East Jessica,ME,South,Retail,2025/03/22,26,87.88,2284.88,rileytracie@example.net
225,Z3XH761T,104,Baileys Goal,Baileys,Rum,700,16.57,Garcia-Joseph,Port Leslie,VI,Southeast,Retail,2025/05/09,17,29.6,503.2,katherineknight@example.net
226,VF7RP0YZ,144,Smirnoff Hope,Smirnoff,Beer,500,39.78,Taylor-Keith,Escobarfort,MN,Southeast,Wholesale,2025/04/07,19,74.12,1408.28,rachelquinn@example.org
227,GY9BVNZD,103,Captain Morgan Likely,Captain,Vodka,1000,39.78,"Smith, Hill and Moore",Jasonmouth,AS,South,Retail,2025/04/24,19,68.1,1293.9,shawamanda@example.net
228,17CTD0UY,119,Baileys Join,Baileys,Beer,700,10.28,Rojas-Johnson,Robertton,WA,South,Wholesale,2025/04/21,21,19.81,416.01,nmejia@example.net
229,O3NETFVQ,122,Guinness Threat,Guinness,Rum,750,27.25,Lawrence Group,Russellbury,OR,West,Retail,2025/03/25,44,25.01,1100.44,linda19@example.net
230,MXQU8EHG,135,Don Julio Within,Don,Beer,700,22.42,Jones-Jackson,Williammouth,IL,Midwest,Retail,2025/04/29,49,20.13,986.37,lindsey41@example.org
231,V01VM474,104,Captain Morgan Pull,Captain,Beer,1000,29.99,Martin-Wells,Elizabethland,VA,Southeast,Retail,2025/03/24,11,57.17,628.87,howardclinton@example.org
232,H6XWKDTF,106,Baileys Short,Baileys,Whisky,700,18.76,Hernandez-Knight,Ramseyton,MT,Midwest,Wholesale,2025/04/04,44,48.67,2141.48,jenniferlane@example.org
233,V0OWEJR4,135,Guinness Often,Guinness,Tequila,750,42.07,"Leach, Gibbs and Shaw",West Rebeccaview,MN,South,Retail,2025/04/27,3,90.62,271.86,jenniferdaniel@example.org
234,OMFB8I6T,125,Tanqueray Outside,Tanqueray,Tequila,500,41.94,Brown-Rodriguez,Williamshaven,DE,Northeast,Retail,2025/05/04,16,15.67,250.72,joshua62@example.net
235,4OL2YW26,147,Tanqueray Quality,Tanqueray,Vodka,700,29.76,Bell Group,New Robertchester,NJ,Southeast,Wholesale,2025/03/29,13,13.9,180.7,swilliams@example.org
236,12MWD9ZV,138,Tanqueray Attorney,Tanqueray,Gin,750,17.75,"Cox, Bryant and Hodges",Port Daniel,NJ,Southeast,Retail,2025/04/16,3,87.63,262.89,ramirezjeffrey@example.net
237,CF12I20S,123,Tanqueray Who,Tanqueray,Gin,750,33.97,Evans Ltd,Jeffreyburgh,SC,Southeast,Retail,2025/04/25,27,53.02,1431.54,anthonyhenson@example.net
238,B9EHJU0P,110,Guinness Matter,Guinness,Gin,500,6.64,Rodriguez Group,Haroldmouth,KY,Midwest,Retail,2025/05/15,6,92.18,553.08,tommyfitzgerald@example.com
239,L29FTWYC,137,Tanqueray However,Tanqueray,Vodka,750,23.25,Lucas-Thomas,North Christopherstad,KS,South,Retail,2025/03/21,45,77.93,3506.85,nathanwilson@example.org
240,0JLXNXNT,106,Tanqueray Coach,Tanqueray,Gin,1000,31.88,Patterson Group,New Kyleport,NY,South,Retail,2025/05/13,24,92.4,2217.6,nmoreno@example.com
241,8LFAI0LY,110,Baileys Different,Baileys,Rum,500,43.89,"Collins, James and Reynolds",Kristiview,VI,West,Wholesale,2025/05/13,17,80.83,1374.11,adam46@example.com
242,ULL8IRFZ,144,Johnnie Walker Military,Johnnie,Liqueur,500,36.52,"Berry, Williams and Gutierrez",New Gavin,MP,Midwest,Wholesale,2025/04/24,19,27.12,515.28,tgregory@example.com
243,AYPUCZJZ,113,Don Julio Wish,Don,Beer,500,4.39,"Browning, Thompson and Sanchez",Collinschester,LA,South,Wholesale,2025/04/21,3,61.51,184.53,aweaver@example.net
244,80LBJA5W,134,Smirnoff Data,Smirnoff,Whisky,700,35.27,Mosley Ltd,Evanburgh,VT,South,Wholesale,2025/04/10,39,99.86,3894.54,opadilla@example.org
245,N1WW0MWE,141,Tanqueray Analysis,Tanqueray,Vodka,750,43.69,Jenkins-Frazier,North Sarahtown,IL,Southeast,Retail,2025/04/09,3,59.15,177.45,stewartlogan@example.org
246,0L7DY3XE,127,Johnnie Walker Example,Johnnie,Beer,700,13.08,Brennan PLC,Leblancfurt,DC,West,Retail,2025/03/22,40,7.31,292.4,walkerandrew@example.com
247,F0D02NN7,131,Johnnie Walker Dream,Johnnie,Tequila,1000,44.84,Juarez-Lawrence,Doughertyborough,VA,Southeast,Retail,2025/03/30,5,9.92,49.6,harrisonalejandro@example.com
248,7W7XGH3Z,136,Captain Morgan Alone,Captain,Whisky,750,38.99,"Wells, Wheeler and Moore",Beckyburgh,IA,Northeast,Retail,2025/04/24,5,22.56,112.8,simpsonjohn@example.net
249,Y3AQB9UL,139,Ciroc Side,Ciroc,Rum,750,7.85,"Flores, Campbell and Cooper",Peterport,KY,Southeast,Wholesale,2025/03/21,40,80.62,3224.8,lozanojames@example.com
250,DS10ZGY7,140,Don Julio During,Don,Beer,700,22.87,Kennedy-Diaz,Perezburgh,GA,South,Wholesale,2025/04/06,40,5.74,229.6,hernandezmary@example.net
251,34O9AI5R,126,Don Julio Debate,Don,Vodka,700,35.39,Craig LLC,New Marcus,ND,West,Wholesale,2025/04/02,49,55.33,2711.17,vickie38@example.org
252,4FYHIM5U,102,Guinness Contain,Guinness,Beer,1000,4.76,Scott Ltd,North Jennifer,MS,Midwest,Retail,2025/05/10,11,93.53,1028.83,obrienrobert@example.com
253,7FZ77ETA,107,Guinness Board,Guinness,Tequila,700,15.66,"Rios, White and Alvarado",South Rachel,PW,Northeast,Wholesale,2025/04/27,17,54.21,921.57,jhanna@example.com
254,AUNZKNGX,139,Smirnoff Pull,Smirnoff,Gin,750,29.85,"Barnes, Smith and White",Port Elijahland,AS,South,Retail,2025/03/31,46,49.64,2283.44,trivera@example.net
255,JLG8BWJB,110,Captain Morgan Run,Captain,Beer,1000,34.65,"Lee, Evans and Morse",East Christopher,DE,Southeast,Wholesale,2025/03/22,19,87.05,1653.95,xsullivan@example.com
256,ED9VR5P1,110,Captain Morgan Since,Captain,Vodka,500,12.83,"Collins, Moore and Davis",West Breannaborough,MP,Northeast,Wholesale,2025/03/28,4,45.39,181.56,ogreen@example.com
257,ARHF563C,141,Captain Morgan Join,Captain,Rum,750,39.0,Rasmussen and Sons,Gonzalesshire,NY,Northeast,Wholesale,2025/05/17,4,32.81,131.24,samanthaward@example.org
258,6FEYCJC6,146,Johnnie Walker Land,Johnnie,Whisky,700,34.42,Reid Inc,Port Carrietown,AR,West,Retail,2025/04/24,17,90.45,1537.65,nina14@example.com
259,N9XE66OZ,145,Guinness Beat,Guinness,Whisky,700,39.57,Martin and Sons,South Marktown,PW,West,Wholesale,2025/04/28,24,7.07,169.68,laurawagner@example.net
260,VAHSHNUA,118,Smirnoff Expect,Smirnoff,Vodka,1000,17.4,Castaneda LLC,Josephville,AL,Southeast,Wholesale,2025/04/13,25,15.09,377.25,meyersjonathan@example.net
261,7YCGODEE,115,Johnnie Walker Across,Johnnie,Tequila,500,7.73,"Parks, Mcintosh and Johnson",East Robertside,PW,West,Wholesale,2025/05/13,17,18.74,318.58,brookscharles@example.com
262,ZHFT5K0V,108,Smirnoff Your,Smirnoff,Whisky,500,21.51,"Salas, Smith and Davis",Rodriguezhaven,PR,West,Wholesale,2025/03/26,8,15.83,126.64,autumn81@example.net
263,PQX8QIXF,134,Smirnoff Risk,Smirnoff,Beer,500,5.45,Jensen Ltd,Angelaborough,PW,West,Wholesale,2025/05/07,45,84.13,3785.85,cruzbethany@example.com
264,VQJN9XR8,123,Captain Morgan Glass,Captain,Whisky,500,23.8,"Sandoval, Reynolds and Griffith",New Jesse,FL,West,Wholesale,2025/03/27,23,93.52,2150.96,shannoncline@example.org
265,5L140704,120,Baileys Couple,Baileys,Gin,750,6.58,"Cherry, Richardson and Alvarado",East Joann,AK,Southeast,Wholesale,2025/03/28,19,38.59,733.21,ovasquez@example.net
266,5LZFWRNG,149,Ciroc Million,Ciroc,Whisky,1000,20.91,"White, Ross and Robinson",Ronnieville,GU,South,Wholesale,2025/03/24,26,32.07,833.82,traceyharper@example.org
267,CDKBRQTR,128,Baileys Nation,Baileys,Rum,750,43.31,Barber Inc,North John,ME,Midwest,Wholesale,2025/04/05,12,26.55,318.6,reneewilliams@example.net
268,TC3YGQEN,146,Captain Morgan Sister,Captain,Gin,500,28.99,"Gonzales, Hunt and Watson",South Charlesport,NJ,Southeast,Wholesale,2025/05/02,33,26.46,873.18,rebecca77@example.net
269,4XEU22N3,107,Ciroc Economy,Ciroc,Liqueur,750,19.97,Wright Inc,Lisashire,NJ,Southeast,Retail,2025/05/01,20,96.75,1935.0,chudson@example.org
270,YZQWL19D,115,Captain Morgan Believe,Captain,Gin,500,21.3,Kennedy LLC,Andrewsside,CT,Midwest,Retail,2025/03/25,3,55.19,165.57,stewartellen@example.net
271,4QX29OT4,116,Baileys To,Baileys,Rum,700,43.75,"Barnett, Nelson and White",North Douglasview,ME,Southeast,Retail,2025/04/05,12,10.8,129.6,ashleyanderson@example.com
272,SQDRMKWW,104,Ciroc Health,Ciroc,Gin,700,25.17,Gordon-Rose,Amandastad,OK,Northeast,Retail,2025/03/21,33,30.62,1010.46,vjones@example.net
273,ZE9LSMV9,129,Tanqueray School,Tanqueray,Vodka,500,25.55,Carter-Nunez,Vanessashire,MP,Southeast,Retail,2025/03/21,42,39.32,1651.44,hjones@example.com
274,WZIA8QVN,127,Johnnie Walker Number,Johnnie,Liqueur,500,11.44,Martinez Group,Kirbyport,IL,South,Retail,2025/03/24,13,37.52,487.76,lellis@example.net
275,T8FWO3FW,144,Don Julio How,Don,Gin,1000,30.21,Smith Inc,Stevenschester,DE,Southeast,Retail,2025/05/07,39,86.76,3383.64,lauriegreen@example.com
276,3XLDZ357,106,Guinness Strategy,Guinness,Vodka,1000,26.68,Duffy and Sons,Mendozastad,VA,West,Retail,2025/03/24,30,20.85,625.5,turnervictoria@example.com
277,8I1ZPERK,120,Smirnoff Civil,Smirnoff,Gin,500,14.38,Hawkins-Lynch,Clarkport,HI,South,Retail,2025/05/08,42,11.58,486.36,cynthiacook@example.net
278,NF13I19I,125,Ciroc Case,Ciroc,Vodka,750,15.33,Garcia-Rodriguez,Swansonville,SC,Southeast,Retail,2025/04/29,9,23.24,209.16,amandajohnson@example.org
279,DPE1S3CN,114,Johnnie Walker Possible,Johnnie,Beer,750,30.75,Chavez LLC,East Glendaburgh,MN,Northeast,Retail,2025/04/16,2,82.66,165.32,ykelly@example.com
280,TRYJV2XD,111,Guinness Collection,Guinness,Vodka,700,26.96,Moss Inc,Port Michael,AR,Northeast,Wholesale,2025/05/14,4,49.86,199.44,james92@example.com
281,3LDGN443,130,Tanqueray Away,Tanqueray,Beer,1000,4.32,Perez LLC,Port Erin,AZ,South,Retail,2025/04/08,49,12.78,626.22,daniel85@example.net
282,NXTQO670,105,Baileys Represent,Baileys,Whisky,500,7.83,Cortez-Tran,Watkinshaven,NJ,Midwest,Retail,2025/04/28,42,24.36,1023.12,brian92@example.net
283,QS3XXQKX,139,Captain Morgan Risk,Captain,Beer,700,26.15,Ferrell Group,Port Jeffborough,VA,South,Wholesale,2025/04/26,32,28.47,911.04,nlopez@example.org
284,D2SQ875U,128,Johnnie Walker Protect,Johnnie,Gin,500,15.16,"Adkins, Pierce and Chavez",West Rebeccabury,MH,West,Retail,2025/04/05,20,21.4,428.0,ann74@example.net
285,QMCL257D,140,Tanqueray Cup,Tanqueray,Beer,500,30.98,Thomas-Bell,Lake Carlos,DE,Southeast,Wholesale,2025/05/15,40,12.14,485.6,armstrongbrianna@example.net
286,5ZJKQDF1,107,Smirnoff Team,Smirnoff,Beer,500,21.98,"Morrow, Garcia and Choi",Spencerview,FL,West,Wholesale,2025/05/08,40,60.16,2406.4,butleramanda@example.net
287,I00ROU0A,128,Johnnie Walker Number,Johnnie,Tequila,700,6.53,Frank-Young,Taylorport,NH,Midwest,Retail,2025/03/22,42,35.09,1473.78,donalddorsey@example.org
288,7D1CJ4YG,104,Baileys Talk,Baileys,Whisky,700,9.94,Brown Group,West Natalie,ND,West,Retail,2025/04/18,14,30.18,422.52,bakeralicia@example.com
289,9QTJDSO4,109,Don Julio Off,Don,Beer,500,25.17,Carr Inc,South Robinstad,NC,Northeast,Wholesale,2025/04/05,14,79.32,1110.48,reeddominique@example.net
290,32NR345Z,104,Baileys Everyone,Baileys,Gin,700,7.42,Cameron Ltd,Johnside,PA,South,Retail,2025/04/27,29,47.59,1380.11,obriengina@example.com
